Date,Mkt-RF,SMB,HML,RF
2018-01-01,0.005367141530112327,0.00715466189873135,0.0007468174113559445,0.00015
2018-01-02,-0.0009826430117118466,-0.00039294066142130866,0.001820701480273307,0.00015
2018-01-03,0.006876885381006925,0.0001942481147242383,3.589233453970971e-05,0.00015
2018-01-04,0.015630298564080256,0.0036410721162827855,-0.010432388291855424,0.00015
2018-01-05,-0.0019415337472333597,0.0012660806563175083,0.0008024481198674004,0.00015
2018-01-08,-0.0019413695694918056,0.004865683169566226,0.011062655196986211,0.00015
2018-01-09,0.016192128155073916,0.001535620826009121,-0.0018001963437849137,0.00015
2018-01-10,0.008074347291529088,-0.0029621868732021897,-0.0036403854892766057,0.00015
2018-01-11,-0.004294743859349521,0.0019075176260305083,0.001866742798556991,0.00015
2018-01-12,0.005825600435859647,-0.005618631036603309,0.0015618910523328587,0.00015
2018-01-15,-0.004234176928124622,0.0006427985288826157,0.005963675827082072,0.00015
2018-01-16,-0.004257297535702568,-6.6149953222304e-05,-0.0062893407795444395,0.00015
2018-01-17,0.0028196227156603412,-0.0009405842863626985,0.003656901262874962,0.00015
2018-01-18,-0.01873280244657798,-0.0005426875571946537,0.0029521103062573172,0.00015
2018-01-19,-0.01684917832513033,-0.009309245227488196,-0.0007107326847027305,0.00015
2018-01-22,-0.005222875292409727,-0.0026436245387048076,0.00169343658960845,0.00015
2018-01-23,-0.009728311203344239,0.0005642245057055736,0.005147287407991787,0.00015
2018-01-24,0.003542473325952739,0.0008992819599870019,0.004361576900142251,0.00015
2018-01-25,-0.00868024075521211,-0.005038375704629791,-0.005715096560368643,0.00015
2018-01-26,-0.013723037013352916,0.006428539204323504,0.0041007909337774226,0.00015
2018-01-29,0.015056487689215541,-0.004230874241072504,-0.0003234430251625924,0.00015
2018-01-30,-0.0018577630048653567,0.0049472860026336845,0.00036437049007757697,0.00015
2018-01-31,0.0010752820468792384,0.0022359718093584243,0.0003659849550084725,0.00015
2018-02-01,-0.013847481862134569,-0.0031311365492190154,-0.0007512149439912999,0.00015
2018-02-02,-0.0050438272452518265,0.00897655446304756,0.0059585374855353245,0.00015
2018-02-05,0.0015092258970986609,-0.0058681841587824,-0.0004185897992460601,0.00015
2018-02-06,-0.011109935774223029,0.004695770868050008,-0.005597730641915844,0.00015
2018-02-07,0.00415698018345672,0.005102911590214892,-0.0019676492798486444,0.00015
2018-02-08,-0.00560638689918805,-0.0032531010453832245,0.0008934735840523781,0.00015
2018-02-09,-0.002516937497932768,0.007062326500321644,0.006146073921485252,0.00015
2018-02-12,-0.005617066122293969,-0.0011502325729947638,0.003015473424744168,0.00015
2018-02-13,0.01892278184508938,0.0015434681463992852,-0.00425267639373522,0.00015
2018-02-14,0.0002650277526206608,0.0014016091938561038,0.012425949583394458,0.00015
2018-02-15,-0.010177109289559004,-0.000571543707352739,0.0013238765548898982,0.00015
2018-02-16,0.00862544912103189,0.004154041365798911,0.006376953689995074,0.00015
2018-02-19,-0.011808436499710223,0.0040674436027610655,-0.0007585721678861457,0.00015
2018-02-20,0.0024886359500475544,-0.008642659866190904,0.002666796223527247,0.00015
2018-02-21,-0.019196701238797756,0.006621701214390763,0.004197342522592024,0.00015
2018-02-22,-0.012881860488984306,-0.008212459940178373,0.00609097355877128,0.00015
2018-02-23,0.0023686123586912355,0.005262731021708287,0.005286841526891125,0.00015
2018-02-26,0.007784665799954104,0.005733525684137917,0.004360985000364889,0.00015
2018-02-27,0.002113682811899705,-0.005354832151075991,-0.001575433655970543,0.00015
2018-02-28,-0.0007564828238824054,-0.001954071439772924,-0.002858730209780307,0.00015
2018-03-01,-0.0026110369558928876,-0.0054285233424296786,0.0016630375516209878,0.00015
